trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
98,False,"{'a': 0.05, 'e': 0.18651236942257576}",20,16,8.242694585600232,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,False,"{'a': 0.05, 'e': 0.23538144295445118}",30,13,8.451620684324778,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
100,False,"{'a': 0.05, 'e': 0.28366218546322625}",20,13,-11.352845765606865,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
101,False,"{'a': 0.05, 'e': 0.3312339202367545}",20,0,-33.95432199936211,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
102,False,"{'a': 0.05, 'e': 0.37797774271298107}",30,5,36.868270830889536,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.05, 'e': 0.4237768176794282}",35,19,1.1646259937110965,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
104,False,"{'a': 0.05, 'e': 0.4685166713003771}",20,0,-7.764285447688572,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
105,False,"{'a': 0.05, 'e': 0.5120854772418407}",20,0,-43.89474946219555,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
106,False,"{'a': 0.05, 'e': 0.5543743361791615}",25,0,-23.64907886921669,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
107,False,"{'a': 0.05, 'e': 0.5952775479886068}",25,0,3.0297204975912875,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
108,False,"{'a': 0.05, 'e': 0.6346928759426347}",25,11,-5.663668263544481,"{0: 12, 1: 1, 2: 0, 3: 1, 4: 0}",1
109,False,"{'a': 0.05, 'e': 0.6725218022484659}",25,0,-29.859336508864104,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
110,False,"{'a': 0.05, 'e': 0.70866977429126}",20,0,-25.332298578752614,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
111,False,"{'a': 0.05, 'e': 0.7430464409664105}",25,0,-91.29597145189275,"{0: 13, 1: 4, 2: 7, 3: 1, 4: 0}",0
112,False,"{'a': 0.05, 'e': 0.7755658785102502}",20,8,-21.071231346638783,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
113,False,"{'a': 0.05, 'e': 0.8061468052647157}",20,1,2.287236407889454,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
114,False,"{'a': 0.05, 'e': 0.8347127848391598}",25,12,-35.482934108537016,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
115,False,"{'a': 0.05, 'e': 0.8611924171615208}",30,0,-160.70244229654722,"{0: 20, 1: 3, 2: 3, 3: 1, 4: 3}",0
116,False,"{'a': 0.05, 'e': 0.8855195169413194}",35,0,-403.645880613616,"{0: 17, 1: 5, 2: 4, 3: 0, 4: 9}",0
117,False,"{'a': 0.05, 'e': 0.9076332790984135}",20,0,-136.33884884197334,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
118,False,"{'a': 0.05, 'e': 0.9274784307440359}",30,0,-168.55377946130506,"{0: 16, 1: 3, 2: 7, 3: 3, 4: 1}",0
119,False,"{'a': 0.05, 'e': 0.9450053693342275}",25,0,-105.66280515108028,"{0: 14, 1: 3, 2: 6, 3: 2, 4: 0}",0
120,False,"{'a': 0.05, 'e': 0.960170286650366}",25,0,-195.1006261602194,"{0: 12, 1: 3, 2: 4, 3: 4, 4: 2}",0
121,False,"{'a': 0.05, 'e': 0.9729352782968976}",25,0,-95.06797480954039,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
122,False,"{'a': 0.05, 'e': 0.9832684384425847}",20,16,5.4823320733968535,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.05, 'e': 0.991143939568469}",25,0,-115.07967600497153,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
124,False,"{'a': 0.05, 'e': 0.9965420970232175}",20,0,-89.50355242357423,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 0}",0
125,False,"{'a': 0.05, 'e': 0.9994494182244994}",25,0,-24.419852555204294,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
126,False,"{'a': 0.05, 'e': 0.9998586363834151}",30,0,-217.5379869476129,"{0: 18, 1: 5, 2: 1, 3: 2, 4: 4}",1
127,False,"{'a': 0.05, 'e': 0.9977687286676841}",25,0,-109.73707404730636,"{0: 14, 1: 5, 2: 4, 3: 1, 4: 1}",0
128,False,"{'a': 0.05, 'e': 0.9931849187581926}",25,0,-159.18231075334313,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
129,False,"{'a': 0.05, 'e': 0.9861186637925126}",30,0,-149.5609114618975,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
130,False,"{'a': 0.05, 'e': 0.9765876257280235}",25,0,-171.65321218945647,"{0: 11, 1: 5, 2: 6, 3: 1, 4: 2}",0
131,False,"{'a': 0.05, 'e': 0.9646156271962179}",20,0,-145.30360575381482,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
132,False,"{'a': 0.05, 'e': 0.9502325919585293}",20,0,-79.43860217555874,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
133,False,"{'a': 0.05, 'e': 0.9334744701125118}",20,15,11.495703312331855,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.05, 'e': 0.9143831482353194}",20,3,-32.431489193079585,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 0}",1
135,False,"{'a': 0.05, 'e': 0.8930063446890767}",20,15,-1.1588219799256025,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
136,False,"{'a': 0.05, 'e': 0.8693974903498248}",20,0,-22.391248695386295,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
137,False,"{'a': 0.05, 'e': 0.8436155950581592}",20,0,-70.9661661647762,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
138,False,"{'a': 0.05, 'e': 0.8157251001253568}",20,0,-56.316089916615425,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
139,False,"{'a': 0.05, 'e': 0.785795717263661}",20,0,-92.27964173027691,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
140,False,"{'a': 0.05, 'e': 0.7539022543433046}",20,10,-14.028503527665913,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
141,False,"{'a': 0.05, 'e': 0.7201244284117936}",20,3,-94.5773873800344,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 1}",1
142,False,"{'a': 0.05, 'e': 0.6845466664428059}",30,6,-49.95347186925565,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 1}",1
143,False,"{'a': 0.05, 'e': 0.6472578943127236}",20,13,-0.8596483356213926,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.05, 'e': 0.6083513145322546}",20,14,-0.02236818041758548,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
145,False,"{'a': 0.05, 'e': 0.5679241732886948}",20,0,-47.48810475269081,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
146,False,"{'a': 0.05, 'e': 0.5260775173811045}",25,0,-17.487037755110595,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
147,False,"{'a': 0.05, 'e': 0.48291594165593704}",25,2,15.859690048851174,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
148,False,"{'a': 0.05, 'e': 0.43854732757439036}",30,14,-58.09050899676949,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 1}",1
149,False,"{'a': 0.05, 'e': 0.39308257356494075}",25,7,-62.72150158763677,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
150,False,"{'a': 0.05, 'e': 0.3466353178350258}",30,1,-8.218394882617337,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 0}",1
151,False,"{'a': 0.05, 'e': 0.2993216543347062}",20,5,13.091035390517431,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.05, 'e': 0.25125984258225487}",20,10,20.17278947609209,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.05, 'e': 0.20257001207694433}",20,13,15.274982951665919,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.05, 'e': 0.15337386203786435}",20,16,5.219102350461073,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.05, 'e': 0.10379435721925297}",25,12,-18.550868641792793,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
156,False,"{'a': 0.05, 'e': 0.05395542056264886}",30,7,22.130859262254653,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.05, 'e': 0.003981623454078851}",25,5,32.76152034887711,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",25,2,37.744838164883184,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,16,18.400641269924677,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,12,25.14089571370897,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",25,19,11.43674274032199,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,8,24.208478558538886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,12,23.80949773386167,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,9,24.11692991437045,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,13,12.28948476275379,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",20,12,13.270045363515456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",20,9,17.064595180820174,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
