trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
80,False,"{'a': 0.02, 'e': 0.20189651799465538}",30,13,-34.878831706673196,"{0: 13, 1: 1, 2: 1, 3: 2, 4: 0}",1
81,False,"{'a': 0.02, 'e': 0.19789869908361465}",25,0,-31.54778892435567,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
82,False,"{'a': 0.02, 'e': 0.19398004229089189}",20,11,14.43863522499218,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.02, 'e': 0.1901389801015205}",20,0,17.934342506730193,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
84,False,"{'a': 0.02, 'e': 0.18637397603940997}",25,3,32.935182713443275,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.02, 'e': 0.18268352405273466}",25,18,11.472938338965115,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.02, 'e': 0.17906614791149322}",25,8,-7.478097000750925,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
87,False,"{'a': 0.02, 'e': 0.17552040061699686}",25,14,17.129176419378478,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.02, 'e': 0.17204486382305054}",20,9,16.373302753486037,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,False,"{'a': 0.02, 'e': 0.1686381472685955}",20,0,-18.534940835253515,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
90,False,"{'a': 0.02, 'e': 0.16529888822158653}",25,4,22.23707354702995,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
91,False,"{'a': 0.02, 'e': 0.16202575093388075}",20,5,22.489395395027,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,False,"{'a': 0.02, 'e': 0.15881742610692068}",35,4,-42.108868691682005,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 2}",1
93,False,"{'a': 0.02, 'e': 0.15567263036799731}",25,17,-12.707416058159653,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
94,False,"{'a': 0.02, 'e': 0.15259010575688386}",20,8,-44.4093291346188,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
95,False,"{'a': 0.02, 'e': 0.14956861922263504}",20,15,8.037261507388491,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,False,"{'a': 0.02, 'e': 0.14660696213035015}",30,20,14.975304301100925,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,False,"{'a': 0.02, 'e': 0.14370394977770293}",20,0,30.41454653981664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
98,False,"{'a': 0.02, 'e': 0.140858420921045}",20,0,22.55820770975317,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
99,False,"{'a': 0.02, 'e': 0.13806923731089282}",20,14,10.69562123219442,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,False,"{'a': 0.02, 'e': 0.1353352832366127}",20,11,12.912585270666638,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
101,False,"{'a': 0.02, 'e': 0.13265546508012172}",25,3,30.596372579117823,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
102,False,"{'a': 0.02, 'e': 0.13002871087842591}",20,11,14.044541151164575,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
103,False,"{'a': 0.02, 'e': 0.12745396989482075}",20,7,24.59069668951802,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
104,False,"{'a': 0.02, 'e': 0.12493021219858241}",20,0,31.15426432701507,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
105,False,"{'a': 0.02, 'e': 0.12245642825298191}",20,4,25.374207475475927,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
106,False,"{'a': 0.02, 'e': 0.12003162851145673}",20,13,11.34684711328202,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
107,False,"{'a': 0.02, 'e': 0.11765484302177918}",20,0,11.209946234877414,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
108,False,"{'a': 0.02, 'e': 0.11532512103806251}",25,11,13.968701691719653,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
109,False,"{'a': 0.02, 'e': 0.11304153064044985}",30,19,10.171959913240912,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
110,False,"{'a': 0.02, 'e': 0.11080315836233387}",25,0,35.9287374212185,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
111,False,"{'a': 0.02, 'e': 0.10860910882495796}",30,9,-12.005818289207244,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
112,False,"{'a': 0.02, 'e': 0.10645850437925281}",20,0,15.946899715112899,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
113,False,"{'a': 0.02, 'e': 0.10435048475476499}",30,12,-9.32263178694951,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
114,False,"{'a': 0.02, 'e': 0.10228420671553744}",25,3,19.411073970672437,"{0: 20, 1: 2, 2: 0, 3: 0, 4: 0}",1
115,False,"{'a': 0.02, 'e': 0.10025884372280371}",20,5,-1.293987128832617,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
116,False,"{'a': 0.02, 'e': 0.098273585604361544}",35,9,-12.504400129875478,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
117,False,"{'a': 0.02, 'e': 0.096327638230493035}",25,8,25.886814305727004,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
118,False,"{'a': 0.02, 'e': 0.094420223196302347}",20,16,6.388214665499959,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
119,False,"{'a': 0.02, 'e': 0.09255057751034329}",25,0,-21.538588571971765,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
120,False,"{'a': 0.02, 'e': 0.090717953289412512}",35,17,29.43327461097748,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
121,False,"{'a': 0.02, 'e': 0.088921617459386343}",25,0,-3.8615426382731277,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
122,False,"{'a': 0.02, 'e': 0.087160851461981298}",30,18,23.791326594664604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.02, 'e': 0.085434950967321233}",25,15,-24.880392593827054,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
124,False,"{'a': 0.02, 'e': 0.083743225592195963}",25,0,16.300348900678227,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
125,False,"{'a': 0.02, 'e': 0.0820849986238988}",30,5,29.135219401590533,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
126,False,"{'a': 0.02, 'e': 0.080459606749532439}",20,0,18.955598503496827,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
127,False,"{'a': 0.02, 'e': 0.078866399790674946}",20,0,22.384200277683874,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
128,False,"{'a': 0.02, 'e': 0.077304740443299741}",25,12,24.842237812383345,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.02, 'e': 0.075774004022845481}",30,11,28.835090994949613,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.02, 'e': 0.074273578214333877}",20,8,23.823158474278127,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.02, 'e': 0.072802862827435588}",30,15,19.816441327190578,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.02, 'e': 0.071361269556386053}",25,3,32.470029815268134,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.02, 'e': 0.069948221744655356}",20,3,-13.970140309489148,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
134,False,"{'a': 0.02, 'e': 0.068563154154277911}",25,7,19.806698721534012,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
135,False,"{'a': 0.02, 'e': 0.067205512739749756}",20,6,22.75880829748032,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.02, 'e': 0.065874754426402948}",25,2,18.044282867569223,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
137,False,"{'a': 0.02, 'e': 0.06457034689316847}",20,10,21.387859327888215,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.02, 'e': 0.063291768359640704}",20,15,7.9353105910343,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.02, 'e': 0.06203850737735829}",25,3,30.187414412247616,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.02, 'e': 0.060810062625217952}",20,0,32.49821939806134,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
141,False,"{'a': 0.02, 'e': 0.059605942708939368}",20,11,11.590237936069705,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.02, 'e': 0.058425665964500828}",25,19,10.11235972565131,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.02, 'e': 0.057268760265467358}",20,3,28.448504035997228,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
144,False,"{'a': 0.02, 'e': 0.056134762834133725}",20,6,-16.712245879291757,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
145,False,"{'a': 0.02, 'e': 0.055023220056407231}",30,2,34.669872536015944,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.02, 'e': 0.053933687300356019}",25,0,12.994992819332367,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",1
147,False,"{'a': 0.02, 'e': 0.052865728738350368}",20,10,16.45640237939257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.02, 'e': 0.051818917172725833}",20,7,18.844758752523127,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.02, 'e': 0.050792833864898503}",30,13,30.627185639784685,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
150,False,"{'a': 0.02, 'e': 0.049787068367863944}",30,8,31.187328592450132,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.02, 'e': 0.048801218362012962}",25,12,15.383549224418188,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
152,False,"{'a': 0.02, 'e': 0.047834889494198368}",20,6,23.91632123219581,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.02, 'e': 0.046887695219988486}",25,11,27.149231313753877,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
154,False,"{'a': 0.02, 'e': 0.045959256649044204}",25,3,27.57527933500138,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.02, 'e': 0.045049202393557801}",25,1,30.48110349395839,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.02, 'e': 0.04415716841969286}",25,13,6.858979827078627,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
157,False,"{'a': 0.02, 'e': 0.043282797901965896}",20,11,15.252104505890792,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.02, 'e': 0.042425741080511385}",20,2,24.707274564178135,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.02, 'e': 0.041585655121173161}",20,0,7.219386059085842,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
160,False,"{'a': 0.02, 'e': 0.040762203978366211}",30,17,19.689227532314383,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.02, 'e': 0.039955058260653896}",20,3,29.919964872473308,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.02, 'e': 0.039163895098987066}",30,0,41.54752133126355,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
163,False,"{'a': 0.02, 'e': 0.038388398017552054}",25,8,3.902802569734357,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
164,False,"{'a': 0.02, 'e': 0.0376282568071762}",20,0,25.750707824525165,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
165,False,"{'a': 0.02, 'e': 0.036883167401239994}",25,0,3.2716981152159903,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
166,False,"{'a': 0.02, 'e': 0.036152831754046412}",20,0,30.369930828145375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
167,False,"{'a': 0.02, 'e': 0.03543695772159864}",20,5,23.219816293924794,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.02, 'e': 0.034735258944738563}",25,1,35.83601550682275,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.02, 'e': 0.034047454734599344}",25,4,31.005515733537234,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.02, 'e': 0.03337326996032608}",25,0,39.0439006070721,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
171,False,"{'a': 0.02, 'e': 0.032712434939019819}",20,9,7.648196067041946,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
172,False,"{'a': 0.02, 'e': 0.032064685327860769}",20,5,32.574327894214,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.02, 'e': 0.03142976201836771}",20,14,11.382386791684905,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.02, 'e': 0.030807411032751076}",25,16,13.041465782029919,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.02, 'e': 0.030197383422318501}",20,5,16.860821525575048,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.02, 'e': 0.029599435167891999}",20,13,2.3252827822300035,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.02, 'e': 0.029013327082197053}",30,16,24.078564158185852,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.02, 'e': 0.028438824714184505}",30,12,33.42374433536755,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.02, 'e': 0.027875698255247015}",25,0,38.09150744280944,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
180,False,"{'a': 0.02, 'e': 0.027323722447292559}",20,8,21.551777858745524,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.02, 'e': 0.026782676492638175}",20,6,18.816609484782933,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.02, 'e': 0.026252343965687961}",20,0,27.78906212791611,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
183,False,"{'a': 0.02, 'e': 0.02573251272635994}",20,5,17.301501870480898,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.02, 'e': 0.025222974835227212}",25,8,27.71060860262334,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.02, 'e': 0.024723526470339388}",25,0,37.855856266312784,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
186,False,"{'a': 0.02, 'e': 0.024233967845691113}",25,7,29.097514782449558,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.02, 'e': 0.023754103131304997}",25,1,35.87892433018961,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.02, 'e': 0.023283740374897}",25,8,31.520643422711796,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.02, 'e': 0.02282269142509297}",20,12,16.183855669451773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.02, 'e': 0.022370771856165591}",20,0,29.594063354389615,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.02, 'e': 0.02192780089426161}",25,17,12.752286180675195,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.02, 'e': 0.021493601345089923}",25,14,7.5923986997037565,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.02, 'e': 0.021067999523041434}",20,0,23.070892718132164,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.02, 'e': 0.020650825181712566}",25,18,14.054292150402201,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.02, 'e': 0.020241911445804391}",20,8,25.741522126630223,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.02, 'e': 0.019841094744370288}",20,14,11.543691068214498,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.02, 'e': 0.019448214745385391}",20,0,26.900181115414842,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.02, 'e': 0.019063114291611637}",25,16,13.8081950845283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.02, 'e': 0.018685639337732773}",30,2,40.47954950936268,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.02, 'e': 0.018315638888734179}",25,6,19.580891527352033,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.02, 'e': 0.017952964939502849}",25,10,26.430445903832897,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.02, 'e': 0.017597472415623393}",20,10,18.436116400597687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.02, 'e': 0.017249019115346265}",20,0,26.856196735300845,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
204,False,"{'a': 0.02, 'e': 0.016907465652705279}",20,6,23.323040711906447,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.02, 'e': 0.016572675401761255}",25,12,23.896575770932337,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.02, 'e': 0.016244514441949871}",20,0,25.677044506801643,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
207,False,"{'a': 0.02, 'e': 0.015922851504511698}",20,0,19.07924346010167,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
208,False,"{'a': 0.02, 'e': 0.015607557919982831}",25,1,36.47750222006658,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.02, 'e': 0.015298507566725518}",20,16,7.471812875322996,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.02, 'e': 0.014995576820477703}",20,4,27.728137173859487,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.02, 'e': 0.014698644504901784}",25,14,20.267255771946708,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.02, 'e': 0.01440759184311235}",20,15,10.19082925728627,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.02, 'e': 0.014122302410163962}",20,16,7.521164820248471,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.02, 'e': 0.013842662086479501}",30,22,10.320558392517908,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.02, 'e': 0.013568559012200934}",20,8,19.805341149542567,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.02, 'e': 0.013299883542443767}",25,2,32.86966869708393,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.02, 'e': 0.013036528203437736}",20,10,19.510538543856452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.02, 'e': 0.012778387649535761}",35,19,28.169751344280854,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.02, 'e': 0.012525358621074385}",20,11,15.717351169540054,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.02, 'e': 0.012277339903068436}",20,0,21.4096023600151,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
221,False,"{'a': 0.02, 'e': 0.012034232284723775}",25,13,23.002276941955664,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
